QueryNumber,OriginalNodeID,SyntheticNodeID,OriginalCost,SyntheticCost,AssignmentError,IsDummyAssignment
36,6,4,445026.67,739127.64,0.39790281689371004,No
36,8,2,445023.84,739128.07,0.3979069960095007,No
36,9,13,26.31,2086.86,0.9873925419050631,No
36,10,11,25.88,4767.92,0.9945720565781305,No
36,11,15,25.45,22.3,0.12377210216110014,No
36,15,9,0.43,4813.13,0.9999106610459305,No
36,16,8,0.43,8588.57,0.9999499334580727,No
36,18,7,0.16,8626.24,0.9999814519419817,No
36,19,6,0.15,41918.05,0.9999964215892676,No
36,DUMMY,3,0.0,739128.07,1.0,Yes
36,DUMMY,5,0.0,42918.07,1.0,Yes
36,DUMMY,14,0.0,0.0,1.0,Yes
36,DUMMY,16,0.0,0.0,1.0,Yes
36,DUMMY,21,0.0,0.0,1.0,Yes
37,2,2,590945.26,486890.2,0.17608240059324615,No
37,3,3,589945.26,486890.2,0.17468580050969473,No
37,4,9,112751.25,452106.13,0.7506088891119437,No
37,5,7,112713.58,452106.38,0.7506923481150608,No
37,6,6,112713.14,452106.8,0.7506935529392612,No
37,7,13,37.67,25.45,0.3243960711441466,No
37,8,16,0.0,0.0,0.0,No
37,11,5,107451.24,452106.96,0.7623322587203701,No
37,12,4,44340.41,453106.96,0.9021414060821313,No
37,14,12,37937.34,3800.89,0.8998113731748193,No
37,15,11,5388.18,3801.32,0.2945076073924776,No
37,17,10,4767.92,3831.41,0.19641898353999232,No
37,18,15,0.0,25.38,1.0,No
37,19,19,0.44,0.43,0.02272727272727275,No
37,DUMMY,23,0.0,0.16,1.0,Yes
37,DUMMY,24,0.0,0.15,1.0,Yes
38,2,13,32716.11,41379.98,0.20937346997267767,No
38,3,8,32715.69,41510.75,0.2118742735315551,No
38,4,7,31715.69,41511.18,0.235972333236492,No
38,5,6,31715.26,41511.35,0.2359858207454106,No
38,6,5,31714.84,42511.35,0.2539677050952275,No
38,7,17,567.67,4767.92,0.8809396969747815,No
38,9,15,567.37,4816.93,0.8822133599616353,No
38,10,24,25.39,0.15,0.9940921622686097,No
38,11,18,0.0,0.0,0.0,No
38,14,4,31114.9,42511.5,0.26808275407830817,No
38,15,9,25.45,25.45,0.0,No
38,19,22,0.42,0.16,0.6190476190476191,No
38,DUMMY,2,0.0,486494.57,1.0,Yes
38,DUMMY,3,0.0,486494.57,1.0,Yes
38,DUMMY,14,0.0,8592.37,1.0,Yes
39,2,17,569.34,15286.6,0.9627556160297254,No
39,3,12,568.92,15375.66,0.9629986615208713,No
39,4,11,568.77,15376.09,0.9630094516876527,No
39,5,26,568.35,43329.71,0.9868831339974351,No
39,6,20,0.43,2.41,0.8215767634854773,No
39,7,18,0.43,2.43,0.8230452674897119,No
39,8,8,0.43,459435.42,0.999999064068678,No
39,9,9,0.0,0.0,0.0,No
39,10,14,0.0,0.0,0.0,No
39,11,19,0.0,0.0,0.0,No
39,13,10,567.92,459430.99,0.9987638622287974,No
39,14,13,25.39,25.45,0.0023575638506875725,No
39,16,15,25.38,25.38,0.0,No
39,18,6,0.42,459435.84,0.9999990858353585,No
39,DUMMY,2,0.0,744944.65,1.0,Yes
39,DUMMY,3,0.0,744944.65,1.0,Yes
39,DUMMY,4,0.0,743944.62,1.0,Yes
39,DUMMY,5,0.0,538404.12,1.0,Yes
39,DUMMY,7,0.0,459435.84,1.0,Yes
39,DUMMY,24,0.0,0.0,1.0,Yes
39,DUMMY,27,0.0,0.0,1.0,Yes
40,2,12,84803.41,459430.99,0.8154164350123616,No
40,3,10,83803.41,459435.42,0.8175947992864808,No
40,4,9,52000.15,459435.84,0.8868173845558065,No
40,5,8,51999.72,493371.86,0.8946033930674523,No
40,6,6,51999.56,493376.45,0.8946046978934645,No
40,7,5,51999.41,493376.87,0.8946050916412032,No
40,8,14,51998.99,15375.66,0.7043084875302387,No
40,10,13,51998.83,15376.09,0.7042993082728978,No
40,11,19,3690.81,15286.6,0.7585591302186229,No
40,12,15,2852.88,25.45,0.9910791901517064,No
40,20,20,0.15,2.43,0.9382716049382717,No
40,DUMMY,2,0.0,545067.63,1.0,Yes
40,DUMMY,3,0.0,545067.63,1.0,Yes
40,DUMMY,4,0.0,494376.87,1.0,Yes
40,DUMMY,7,0.0,0.0,1.0,Yes
40,DUMMY,11,0.0,0.0,1.0,Yes
41,2,12,84810.65,459430.99,0.8154006763888522,No
41,3,10,83810.65,459435.42,0.8175790408149203,No
41,4,9,52008.15,459435.84,0.8867999718959669,No
41,5,8,52007.73,493371.86,0.8945871578488486,No
41,6,6,52007.57,493376.45,0.894588462825901,No
41,8,5,52007.42,493376.87,0.8945888565874602,No
41,9,19,3691.39,15286.6,0.7585211884918818,No
41,10,14,3691.24,15375.66,0.7599296550522059,No
41,11,13,3690.81,15376.09,0.7599643342358168,No
41,12,4,2852.88,494376.87,0.9942293416761184,No
41,19,15,0.15,25.45,0.994106090373281,No
41,20,20,0.16,2.43,0.934156378600823,No
41,DUMMY,2,0.0,545067.63,1.0,Yes
41,DUMMY,3,0.0,545067.63,1.0,Yes
41,DUMMY,7,0.0,0.0,1.0,Yes
41,DUMMY,11,0.0,0.0,1.0,Yes
42,2,10,288502.94,572.11,0.9980169699483825,No
42,3,6,287502.94,16888.85,0.9412567746263744,No
42,4,5,254923.96,16889.27,0.9337478124849465,No
42,5,4,254923.53,16889.42,0.9337471123203103,No
42,6,2,254923.11,67288.49,0.7360439781234428,No
42,7,17,25.45,25.45,0.0,No
42,8,11,0.0,571.68,1.0,No
42,11,3,254897.65,67288.49,0.7360176133440225,No
42,12,9,15221.24,15888.84,0.04201691249959093,No
42,13,12,2.43,2.43,0.0,No
42,15,21,2.41,0.43,0.8215767634854773,No
42,17,7,15216.44,15888.85,0.042319614068985476,No
42,18,16,2.43,567.43,0.9957175334402483,No
43,2,2,48985.17,67288.49,0.2720126428754755,No
43,3,3,48984.75,67288.49,0.27201888465620205,No
43,4,6,47984.75,16888.85,0.6480371367986705,No
43,5,5,47984.32,16889.27,0.6480252299084367,No
43,6,12,2.43,2.43,0.0,No
43,7,10,0.0,572.11,1.0,No
43,8,21,2.41,0.43,0.8215767634854773,No
43,10,4,47978.62,16889.42,0.6479802878865628,No
43,11,9,15378.81,15888.84,0.032099888978679415,No
43,12,17,28.6,25.45,0.11013986013986021,No
43,16,7,15286.6,15888.85,0.03790393892572464,No
43,17,16,2.43,567.43,0.9957175334402483,No
43,DUMMY,11,0.0,571.68,1.0,Yes
44,2,10,304279.34,572.11,0.9981197869037051,No
44,3,6,303279.34,16888.85,0.9443125601631817,No
44,4,5,270700.36,16889.27,0.9376089858173813,No
44,5,4,270699.93,16889.42,0.9376083325917374,No
44,6,2,270699.51,67288.49,0.751427366824565,No
44,7,17,25.45,25.45,0.0,No
44,8,11,0.0,571.68,1.0,No
44,11,3,270674.0,67288.49,0.7514039397947346,No
44,12,9,15385.62,15888.84,0.03167128626130034,No
44,13,12,2.43,2.43,0.0,No
44,15,21,2.41,0.43,0.8215767634854773,No
44,17,7,15374.41,15888.85,0.03237742190278091,No
44,18,16,2.43,567.43,0.9957175334402483,No
45,2,10,48960.1,459430.99,0.8934331791592901,No
45,3,8,47960.1,459435.42,0.89561079117496,No
45,4,7,47959.95,459435.84,0.8956112130912556,No
45,5,6,47959.52,460435.84,0.8958388643247233,No
45,6,5,47959.1,461273.78,0.896028991719408,No
45,7,18,2.43,2.43,0.0,No
45,11,11,47955.04,15376.09,0.6793644630470541,No
45,12,12,15375.66,15375.66,0.0,No
45,13,13,25.45,25.45,0.0,No
45,17,17,15286.6,15286.6,0.0,No
45,18,4,2.43,461273.93,0.9999947319806259,No
45,DUMMY,2,0.0,495260.54,1.0,Yes
45,DUMMY,3,0.0,495260.54,1.0,Yes
46,2,16,48960.1,50963.05,0.03930200409904831,No
46,3,11,48959.95,50965.65,0.03935395702791987,No
46,4,10,48959.53,50966.08,0.039370302758226706,No
46,5,9,47959.53,66269.41,0.27629459806568374,No
46,6,7,47959.1,66269.42,0.2763011959362252,No
46,7,12,2.43,2.43,0.0,No
46,9,3,2.41,101042.3,0.9999761486031098,No
46,10,DUMMY,0.0,0.0,1.0,Yes
46,11,6,47955.04,67269.42,0.28711976407705014,No
46,12,5,15375.66,67269.84,0.7714330820468727,No
46,13,17,25.45,2685.14,0.9905219094721319,No
46,17,4,15286.6,67269.99,0.7727575104441075,No
46,18,2,2.43,101042.3,0.9999759506662061,No
47,2,16,48960.1,50963.05,0.03930200409904831,No
47,3,11,48959.95,50965.65,0.03935395702791987,No
47,4,10,48959.53,50966.08,0.039370302758226706,No
47,5,9,47959.53,66269.41,0.27629459806568374,No
47,6,7,47959.1,66269.42,0.2763011959362252,No
47,7,12,2.43,2.43,0.0,No
47,9,3,2.41,101042.3,0.9999761486031098,No
47,10,DUMMY,0.0,0.0,1.0,Yes
47,11,6,47955.04,67269.42,0.28711976407705014,No
47,12,5,15375.66,67269.84,0.7714330820468727,No
47,13,17,25.45,2685.14,0.9905219094721319,No
47,17,4,15286.6,67269.99,0.7727575104441075,No
47,18,2,2.43,101042.3,0.9999759506662061,No
48,2,12,48960.11,239349.93,0.7954454801804204,No
48,3,7,48959.69,239375.41,0.7954690082828474,No
48,4,6,47959.69,271954.25,0.8236479481383358,No
48,5,4,47959.53,271954.26,0.823648542957187,No
48,6,3,47959.1,287828.74,0.8333762639547392,No
48,7,14,2.43,2.43,0.0,No
48,9,DUMMY,2.41,0.0,1.0,Yes
48,10,DUMMY,0.0,0.0,1.0,Yes
48,11,2,47955.04,288828.76,0.8339672268094077,No
48,12,DUMMY,15375.66,0.0,1.0,Yes
48,13,8,25.45,25.45,0.0,No
48,17,DUMMY,15286.6,0.0,1.0,Yes
48,18,13,2.43,2.86,0.15034965034965025,No
48,22,18,0.43,0.43,0.0,No
48,23,DUMMY,0.16,0.0,1.0,Yes
48,24,DUMMY,0.15,0.0,1.0,Yes
48,25,DUMMY,0.42,0.0,1.0,Yes
49,2,3,273474.87,287828.74,0.04986948141453837,No
49,3,2,272474.87,288828.76,0.05662140432275516,No
49,4,6,272474.45,271954.25,0.0019091698322540394,No
49,6,4,272474.43,271954.26,0.0019090598703151106,No
49,7,12,16742.01,239349.93,0.9300521625387564,No
49,8,7,16741.85,239375.41,0.9300602764502837,No
49,9,DUMMY,16741.42,0.0,1.0,Yes
49,10,13,2.45,2.86,0.14335664335664325,No
49,14,DUMMY,16677.27,0.0,1.0,Yes
49,15,14,2.43,2.43,0.0,No
49,19,18,0.43,0.43,0.0,No
49,20,DUMMY,0.16,0.0,1.0,Yes
49,21,DUMMY,0.15,0.0,1.0,Yes
49,22,8,0.42,25.45,0.9834970530451865,No
50,2,3,272295.78,287828.74,0.053965979908747,No
50,3,6,271295.78,271954.25,0.002421252839402113,No
50,4,4,271295.63,271954.26,0.0024218410846000523,No
50,5,2,271295.21,288828.76,0.0607056928818307,No
50,7,7,271295.19,239375.41,0.11765700674604662,No
50,8,12,15591.98,239349.93,0.9348569686233039,No
50,9,DUMMY,15591.55,0.0,1.0,Yes
50,10,13,2.45,2.86,0.14335664335664325,No
50,14,DUMMY,15572.27,0.0,1.0,Yes
50,15,14,2.43,2.43,0.0,No
50,19,18,0.43,0.43,0.0,No
50,20,8,0.42,25.45,0.9834970530451865,No
50,21,DUMMY,0.15,0.0,1.0,Yes
51,2,3,273486.96,287828.74,0.04982747726999038,No
51,3,2,272486.96,288828.76,0.05657954561034707,No
51,4,6,272486.54,271954.25,0.0019534542880539313,No
51,6,4,272486.53,271954.26,0.0019533809616204463,No
51,7,12,16742.01,239349.93,0.9300521625387564,No
51,8,7,16741.85,239375.41,0.9300602764502837,No
51,9,DUMMY,16741.42,0.0,1.0,Yes
51,10,13,2.45,2.86,0.14335664335664325,No
51,14,DUMMY,16677.27,0.0,1.0,Yes
51,15,14,2.43,2.43,0.0,No
51,19,18,0.43,0.43,0.0,No
51,20,DUMMY,0.16,0.0,1.0,Yes
51,21,DUMMY,0.15,0.0,1.0,Yes
51,22,8,0.42,25.45,0.9834970530451865,No
52,2,DUMMY,349733.95,0.0,1.0,Yes
52,3,DUMMY,348733.95,0.0,1.0,Yes
52,4,DUMMY,340430.97,0.0,1.0,Yes
52,5,11,0.0,0.0,0.0,No
52,6,DUMMY,340430.93,0.0,1.0,Yes
52,7,6,290029.55,271954.25,0.06232227026521949,No
52,8,4,290029.13,271954.26,0.06232087790629857,No
52,9,3,290028.7,287828.74,0.007585318280570236,No
52,11,2,290028.69,288828.76,0.004137280349747444,No
52,12,DUMMY,254874.21,0.0,1.0,Yes
52,13,DUMMY,254874.06,0.0,1.0,Yes
52,14,12,254873.64,239349.93,0.060907475563185036,No
52,16,7,254873.63,239375.41,0.060807467606593904,No
52,17,14,2.43,2.43,0.0,No
52,21,10,0.42,25.38,0.983451536643026,No
52,22,8,0.15,25.45,0.994106090373281,No
52,23,13,0.43,2.86,0.8496503496503496,No
53,2,DUMMY,349733.06,0.0,1.0,Yes
53,3,DUMMY,348733.06,0.0,1.0,Yes
53,4,DUMMY,340430.1,0.0,1.0,Yes
53,5,11,0.0,0.0,0.0,No
53,6,DUMMY,340430.09,0.0,1.0,Yes
53,7,DUMMY,290028.42,0.0,1.0,Yes
53,8,DUMMY,290028.0,0.0,1.0,Yes
53,9,6,290027.85,271954.25,0.062316774061525394,No
53,10,4,290027.42,271954.26,0.06231534935558843,No
53,11,3,290026.99,287828.74,0.007579467000640182,No
53,13,2,290026.98,288828.76,0.004131408739972992,No
53,14,12,254873.64,239349.93,0.060907475563185036,No
53,16,7,254873.63,239375.41,0.060807467606593904,No
53,17,14,2.43,2.43,0.0,No
53,21,13,0.43,2.86,0.8496503496503496,No
53,22,10,0.43,25.38,0.9830575256107171,No
53,23,8,0.42,25.45,0.9834970530451865,No
53,24,DUMMY,0.15,0.0,1.0,Yes
54,2,DUMMY,363897.0,0.0,1.0,Yes
54,3,DUMMY,362897.0,0.0,1.0,Yes
54,4,DUMMY,354593.83,0.0,1.0,Yes
54,5,11,0.0,0.0,0.0,No
54,6,DUMMY,354593.61,0.0,1.0,Yes
54,7,DUMMY,304187.78,0.0,1.0,Yes
54,8,3,304187.36,287828.74,0.05377810570432642,No
54,10,2,304187.35,288828.76,0.0504905611623888,No
54,11,6,270411.84,271954.25,0.005671578951238947,No
54,12,4,270411.69,271954.26,0.005672167076919504,No
54,13,DUMMY,270411.26,0.0,1.0,Yes
54,14,12,270410.84,239349.93,0.11486562446978837,No
54,16,7,270410.83,239375.41,0.11477136474156753,No
54,17,14,2.43,2.43,0.0,No
54,21,10,0.42,25.38,0.983451536643026,No
54,22,13,0.43,2.86,0.8496503496503496,No
54,23,8,0.15,25.45,0.994106090373281,No
55,2,DUMMY,333404.25,0.0,1.0,Yes
55,3,DUMMY,332404.25,0.0,1.0,Yes
55,4,DUMMY,324093.28,0.0,1.0,Yes
55,5,11,0.0,0.0,0.0,No
55,6,2,324085.78,288828.76,0.10878916069689949,No
55,7,3,273424.7,287828.74,0.050043786454403334,No
55,8,6,273424.28,271954.25,0.005376369647933343,No
55,10,4,273423.68,271954.26,0.00537415047592068,No
55,11,DUMMY,239590.1,0.0,1.0,Yes
55,12,DUMMY,239589.94,0.0,1.0,Yes
55,13,12,239589.52,239349.93,0.0010000020034265126,No
55,15,7,239589.2,239375.41,8.923190193882201E-4,No
55,16,13,2.86,2.86,0.0,No
55,17,14,2.43,2.43,0.0,No
55,21,10,0.43,25.38,0.9830575256107171,No
55,22,8,0.42,25.45,0.9834970530451865,No
55,23,DUMMY,0.16,0.0,1.0,Yes
55,24,DUMMY,0.15,0.0,1.0,Yes
56,2,6,562544.77,271954.25,0.5165642549658759,No
56,3,4,561544.77,271954.26,0.5157033338588479,No
56,4,3,544964.67,287828.74,0.4718396332004422,No
56,5,11,0.0,0.0,0.0,No
56,6,2,544964.52,288828.76,0.47000446928178,No
56,7,12,84743.43,239349.93,0.6459433683561135,No
56,8,7,84743.0,239375.41,0.6459828517891625,No
56,10,DUMMY,84742.99,0.0,1.0,Yes
56,11,DUMMY,50970.38,0.0,1.0,Yes
56,12,DUMMY,50969.96,0.0,1.0,Yes
56,14,DUMMY,50969.94,0.0,1.0,Yes
56,15,10,2685.57,25.38,0.9905494922865536,No
56,16,8,2685.14,25.45,0.9905219094721319,No
56,20,14,0.43,2.43,0.8230452674897119,No
56,21,13,0.42,2.86,0.8531468531468531,No
57,2,DUMMY,562791.94,0.0,1.0,Yes
57,3,11,561791.94,2.43,0.9999956745552454,No
57,4,16,545206.08,25.45,0.9999533204031769,No
57,5,14,0.0,0.0,0.0,No
57,6,15,545200.33,567.43,0.9989592266020821,No
57,7,8,84776.46,15888.84,0.8125795769250097,No
57,8,6,84776.03,15888.85,0.8125785083354339,No
57,9,17,0.0,0.0,0.0,No
57,10,5,84775.69,16888.85,0.8007819222704056,No
57,11,4,50970.47,16889.27,0.6686459826640797,No
57,12,3,50970.05,50661.55,0.00605257401160093,No
57,14,2,50969.87,50661.55,0.006049063888136259,No
57,15,10,2685.57,571.68,0.787128989376557,No
57,16,9,2685.14,572.11,0.7869347594538831,No
57,22,13,0.43,2.41,0.8215767634854773,No
58,2,DUMMY,562633.45,0.0,1.0,Yes
58,3,11,561633.45,2.43,0.9999956733346277,No
58,4,16,545051.28,25.45,0.9999533071457057,No
58,5,14,0.0,0.0,0.0,No
58,6,15,545049.11,567.43,0.9989589378469033,No
58,7,8,84755.17,15888.84,0.8125324980175251,No
58,8,6,84754.74,15888.85,0.8125314289206715,No
58,9,17,0.0,0.0,0.0,No
58,10,5,84754.61,16888.85,0.8007323731417089,No
58,11,4,50970.39,16889.27,0.6686454625911239,No
58,12,3,50969.97,50661.55,0.006051013959788445,No
58,14,2,50969.91,50661.55,0.006049843917715385,No
58,15,10,2685.57,571.68,0.787128989376557,No
58,16,9,2685.14,572.11,0.7869347594538831,No
58,22,13,0.43,2.41,0.8215767634854773,No
59,2,DUMMY,562608.85,0.0,1.0,Yes
59,3,11,561608.85,2.43,0.999995673145108,No
59,4,16,545027.26,25.45,0.999953305087896,No
59,5,14,0.0,0.0,0.0,No
59,6,15,545025.66,567.43,0.9989588930546865,No
59,7,8,84752.04,15888.84,0.8125255746056378,No
59,8,6,84751.61,15888.85,0.812524505434174,No
59,9,17,0.0,0.0,0.0,No
59,10,5,84751.51,16888.85,0.8007250844262245,No
59,11,4,50970.41,16889.27,0.668645592609516,No
59,12,3,50969.99,50661.55,0.006051403973200605,No
59,14,2,50969.94,50661.55,0.006050428939096248,No
59,15,10,2685.57,571.68,0.787128989376557,No
59,16,9,2685.14,572.11,0.7869347594538831,No
59,22,13,0.43,2.41,0.8215767634854773,No
60,2,2,546203.95,346154.4,0.36625430848678403,No
60,3,3,545203.95,346154.4,0.36509190734953395,No
60,4,27,84776.02,240724.9,0.6478302826172117,No
60,5,6,84775.59,293898.35,0.7115479212455599,No
60,7,5,84775.25,294898.35,0.7125272148860785,No
60,8,10,50970.02,52485.29,0.028870374918381972,No
60,9,8,50969.6,52485.54,0.028883002823253838,No
60,11,7,50969.43,52485.96,0.02889401279885133,No
60,12,17,2685.57,4767.92,0.4367418077484521,No
60,13,19,2685.14,2086.86,0.22281147351720945,No
60,DUMMY,4,0.0,295736.28,1.0,Yes
60,DUMMY,11,0.0,8693.97,1.0,Yes
60,DUMMY,12,0.0,8693.81,1.0,Yes
60,DUMMY,13,0.0,8663.71,1.0,Yes
60,DUMMY,14,0.0,8663.28,1.0,Yes
60,DUMMY,15,0.0,4887.84,1.0,Yes
60,DUMMY,18,0.0,0.0,1.0,Yes
60,DUMMY,20,0.0,0.0,1.0,Yes
60,DUMMY,22,0.0,30.0,1.0,Yes
60,DUMMY,23,0.0,0.0,1.0,Yes
60,DUMMY,24,0.0,0.16,1.0,Yes
60,DUMMY,28,0.0,2.43,1.0,Yes
60,DUMMY,30,0.0,2.41,1.0,Yes
60,DUMMY,31,0.0,0.0,1.0,Yes
61,2,27,546183.32,240724.9,0.5592598836595741,No
61,3,6,545183.32,328474.03,0.3974980195652353,No
61,4,5,511411.14,329474.03,0.3557550779984964,No
61,5,4,511410.71,330311.97,0.3541160489188817,No
61,6,2,511410.29,380812.25,0.2553684244405798,No
61,8,3,511410.28,380812.25,0.2553684098802238,No
61,9,15,50963.66,53150.62,0.041146462637688876,No
61,10,13,50963.23,53154.13,0.04121786961803334,No
61,12,12,50963.05,53154.55,0.04122883177451413,No
61,13,21,2685.14,2086.86,0.22281147351720945,No
61,18,23,0.42,0.42,0.0,No
61,DUMMY,7,0.0,87061.65,1.0,Yes
61,DUMMY,8,0.0,87061.23,1.0,Yes
61,DUMMY,9,0.0,0.0,1.0,Yes
61,DUMMY,10,0.0,87059.93,1.0,Yes
61,DUMMY,11,0.0,53154.72,1.0,Yes
61,DUMMY,16,0.0,3805.53,1.0,Yes
61,DUMMY,17,0.0,30.1,1.0,Yes
61,DUMMY,19,0.0,30.0,1.0,Yes
61,DUMMY,20,0.0,0.0,1.0,Yes
61,DUMMY,22,0.0,0.0,1.0,Yes
61,DUMMY,24,0.0,0.16,1.0,Yes
61,DUMMY,28,0.0,2.43,1.0,Yes
61,DUMMY,30,0.0,2.41,1.0,Yes
61,DUMMY,31,0.0,0.0,1.0,Yes
62,2,27,546183.32,240724.9,0.5592598836595741,No
62,3,6,545183.32,287180.06,0.47324129432279766,No
62,4,5,511411.14,288180.06,0.4365002295413432,No
62,5,4,511410.71,289017.99,0.43486128790693496,No
62,6,2,511410.29,339424.28,0.33629751564052407,No
62,8,3,511410.28,339424.28,0.33629750266263714,No
62,9,10,50963.66,45767.15,0.10196500800766667,No
62,10,8,50963.23,45767.25,0.10195546867810386,No
62,12,7,50963.05,45767.67,0.10194405554612615,No
62,13,19,2685.14,2086.86,0.22281147351720945,No
62,18,21,0.42,0.43,0.023255813953488393,No
62,DUMMY,11,0.0,8623.06,1.0,Yes
62,DUMMY,12,0.0,8622.9,1.0,Yes
62,DUMMY,13,0.0,8592.8,1.0,Yes
62,DUMMY,14,0.0,8592.37,1.0,Yes
62,DUMMY,15,0.0,4816.93,1.0,Yes
62,DUMMY,17,0.0,4767.92,1.0,Yes
62,DUMMY,18,0.0,0.0,1.0,Yes
62,DUMMY,20,0.0,0.0,1.0,Yes
62,DUMMY,22,0.0,30.0,1.0,Yes
62,DUMMY,23,0.0,0.0,1.0,Yes
62,DUMMY,24,0.0,0.16,1.0,Yes
62,DUMMY,28,0.0,2.43,1.0,Yes
62,DUMMY,30,0.0,2.41,1.0,Yes
62,DUMMY,31,0.0,0.0,1.0,Yes
63,2,27,546183.32,240724.9,0.5592598836595741,No
63,3,6,545183.32,289674.13,0.4686665578836857,No
63,4,5,511411.14,290674.13,0.43162339013577217,No
63,5,4,511410.71,291512.06,0.4299844444008613,No
63,6,2,511410.29,341922.28,0.33141298349706644,No
63,8,3,511410.28,341922.28,0.3314129704236684,No
63,9,10,50963.66,48261.17,0.05302778489613982,No
63,10,8,50963.23,48261.32,0.053016851561410124,No
63,12,7,50963.05,48261.74,0.05300526557967007,No
63,13,19,2685.14,2086.86,0.22281147351720945,No
63,18,21,0.42,0.43,0.023255813953488393,No
63,DUMMY,11,0.0,8649.38,1.0,Yes
63,DUMMY,12,0.0,8649.22,1.0,Yes
63,DUMMY,13,0.0,8619.12,1.0,Yes
63,DUMMY,14,0.0,8618.69,1.0,Yes
63,DUMMY,15,0.0,4843.26,1.0,Yes
63,DUMMY,17,0.0,4767.92,1.0,Yes
63,DUMMY,18,0.0,0.0,1.0,Yes
63,DUMMY,20,0.0,0.0,1.0,Yes
63,DUMMY,22,0.0,30.0,1.0,Yes
63,DUMMY,23,0.0,0.0,1.0,Yes
63,DUMMY,24,0.0,0.16,1.0,Yes
63,DUMMY,28,0.0,2.43,1.0,Yes
63,DUMMY,30,0.0,2.41,1.0,Yes
63,DUMMY,31,0.0,0.0,1.0,Yes
64,2,2,546203.85,341676.47,0.374452468615884,No
64,3,3,545203.85,341676.47,0.3733051041367371,No
64,4,27,84776.02,240724.9,0.6478302826172117,No
64,5,6,84775.59,289428.31,0.7070929585291778,No
64,7,5,84775.25,290428.31,0.7081026639586203,No
64,8,10,50970.02,48015.36,0.05796858623951877,No
64,9,8,50969.6,48015.51,0.0579578807759919,No
64,11,7,50969.43,48015.93,0.05794649851881804,No
64,12,17,2685.57,4767.92,0.4367418077484521,No
64,13,19,2685.14,2086.86,0.22281147351720945,No
64,DUMMY,4,0.0,291266.25,1.0,Yes
64,DUMMY,11,0.0,8646.78,1.0,Yes
64,DUMMY,12,0.0,8646.62,1.0,Yes
64,DUMMY,13,0.0,8616.52,1.0,Yes
64,DUMMY,14,0.0,8616.09,1.0,Yes
64,DUMMY,15,0.0,4840.66,1.0,Yes
64,DUMMY,18,0.0,0.0,1.0,Yes
64,DUMMY,20,0.0,0.0,1.0,Yes
64,DUMMY,22,0.0,30.0,1.0,Yes
64,DUMMY,23,0.0,0.0,1.0,Yes
64,DUMMY,24,0.0,0.16,1.0,Yes
64,DUMMY,28,0.0,2.43,1.0,Yes
64,DUMMY,30,0.0,2.41,1.0,Yes
64,DUMMY,31,0.0,0.0,1.0,Yes
65,2,6,546246.09,282519.57,0.4827980004396919,No
65,3,5,545246.09,283519.57,0.4800154000187328,No
65,4,4,511416.46,283519.57,0.44561899708898695,No
65,5,3,511416.04,334756.01,0.345433103740743,No
65,7,2,511415.41,334756.01,0.34543229739596615,No
65,8,9,50970.03,41106.61,0.19351411015453587,No
65,9,8,50969.6,41107.03,0.19349906610999498,No
65,11,7,50969.43,41107.18,0.19349343322065796,No
65,12,17,2685.57,4767.92,0.4367418077484521,No
65,13,15,2685.14,4768.06,0.4368485295906512,No
65,15,19,2685.12,2086.86,0.22280568466213793,No
65,17,21,0.43,0.43,0.0,No
65,DUMMY,11,0.0,41106.6,1.0,Yes
65,DUMMY,12,0.0,8544.07,1.0,Yes
65,DUMMY,13,0.0,8543.92,1.0,Yes
65,DUMMY,14,0.0,8543.49,1.0,Yes
65,DUMMY,18,0.0,0.0,1.0,Yes
65,DUMMY,20,0.0,0.0,1.0,Yes
65,DUMMY,22,0.0,0.15,1.0,Yes
65,DUMMY,25,0.0,240724.9,1.0,Yes
65,DUMMY,26,0.0,2.43,1.0,Yes
65,DUMMY,28,0.0,2.41,1.0,Yes
65,DUMMY,29,0.0,0.0,1.0,Yes
66,2,22,257306.57,447642.32,0.42519605831727436,No
66,3,20,257306.14,447764.52,0.42535388913797817,No
66,4,43,256306.14,240724.9,0.060791520640122075,No
66,5,41,256305.71,241412.39,0.05810764028628148,No
66,7,40,256287.45,251824.51,0.01741380625543702,No
66,8,28,15352.64,2086.86,0.8640715863851428,No
66,9,44,2.43,2.43,0.0,No
66,13,23,15286.6,3800.89,0.7513580521502493,No
66,14,36,2.43,0.42,0.8271604938271605,No
66,DUMMY,2,0.0,806463.73,1.0,Yes
66,DUMMY,3,0.0,806463.73,1.0,Yes
66,DUMMY,4,0.0,805438.28,1.0,Yes
66,DUMMY,5,0.0,804438.26,1.0,Yes
66,DUMMY,6,0.0,788563.76,1.0,Yes
66,DUMMY,7,0.0,536059.64,1.0,Yes
66,DUMMY,8,0.0,536059.49,1.0,Yes
66,DUMMY,9,0.0,0.0,1.0,Yes
66,DUMMY,10,0.0,536059.48,1.0,Yes
66,DUMMY,11,0.0,502287.26,1.0,Yes
66,DUMMY,12,0.0,502286.84,1.0,Yes
66,DUMMY,13,0.0,0.0,1.0,Yes
66,DUMMY,14,0.0,502286.82,1.0,Yes
66,DUMMY,15,0.0,502267.42,1.0,Yes
66,DUMMY,16,0.0,502267.27,1.0,Yes
66,DUMMY,17,0.0,502266.85,1.0,Yes
66,DUMMY,18,0.0,502266.42,1.0,Yes
66,DUMMY,19,0.0,501693.74,1.0,Yes
