QueryNumber,Tree,NodeName,Depth,SimilarityState,MatchNumber,ParentNode,NumberOfChildren
33,Synthetic,Parallel Seq Scan,10,0,216,Parallel Hash,0
33,Synthetic,Hash,8,16,0,Hash Join,1
33,Synthetic,Seq Scan,9,16,0,Hash,0
33,Synthetic,Hash,7,16,0,Hash Join,1
33,Synthetic,Seq Scan,8,16,0,Hash,0
33,Synthetic,Materialize,4,16,0,Nested Loop,1
33,Synthetic,Hash Join,5,16,0,Materialize,2
33,Synthetic,Unique,6,16,0,Hash Join,1
33,Synthetic,Sort,7,16,0,Unique,1
33,Synthetic,Seq Scan,8,16,0,Sort,0
33,Synthetic,Hash,6,1,219,Hash Join,1
33,Synthetic,Seq Scan,7,0,214,Hash,0
33,Synthetic,Index Scan,3,0,217,Nested Loop,0
34,Original,Finalize Aggregate,0,0,225,,1
34,Original,Gather,1,16,0,Finalize Aggregate,1
34,Original,Partial Aggregate,2,16,0,Gather,1
34,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
34,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
34,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
34,Original,Nested Loop,5,16,0,Parallel Hash,2
34,Original,Nested Loop,6,16,0,Nested Loop,2
34,Original,Parallel Hash Join,7,16,0,Nested Loop,2
34,Original,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
34,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
34,Original,Nested Loop,9,16,0,Parallel Hash,2
34,Original,Nested Loop,10,16,0,Nested Loop,2
34,Original,Hash Join,11,16,0,Nested Loop,2
34,Original,Parallel Seq Scan,12,0,224,Hash Join,0
34,Original,Hash,12,0,226,Hash Join,1
34,Original,Seq Scan,13,0,223,Hash,0
34,Original,Index Scan,11,16,0,Nested Loop,0
34,Original,Index Scan,10,0,222,Nested Loop,0
34,Original,Index Scan,7,0,221,Nested Loop,0
34,Original,Index Scan,6,0,220,Nested Loop,0
34,Synthetic,Sort,0,0,225,,1
34,Synthetic,GroupAggregate,1,16,0,Sort,1
34,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
34,Synthetic,Nested Loop,3,16,0,Nested Loop,2
34,Synthetic,Gather Merge,4,16,0,Nested Loop,1
34,Synthetic,Sort,5,16,0,Gather Merge,1
34,Synthetic,Nested Loop,6,16,0,Sort,2
34,Synthetic,Hash Join,7,16,0,Nested Loop,2
34,Synthetic,Parallel Seq Scan,8,0,224,Hash Join,0
34,Synthetic,Hash,8,16,0,Hash Join,1
34,Synthetic,Nested Loop,9,16,0,Hash,2
34,Synthetic,Hash Join,10,16,0,Nested Loop,2
34,Synthetic,Unique,11,16,0,Hash Join,1
34,Synthetic,Sort,12,16,0,Unique,1
34,Synthetic,Seq Scan,13,16,0,Sort,0
34,Synthetic,Hash,11,0,226,Hash Join,1
34,Synthetic,Seq Scan,12,0,223,Hash,0
34,Synthetic,Seq Scan,10,16,0,Nested Loop,0
34,Synthetic,Index Scan,7,0,222,Nested Loop,0
34,Synthetic,Index Scan,4,0,221,Nested Loop,0
34,Synthetic,Index Scan,3,0,220,Nested Loop,0
35,Original,Finalize Aggregate,0,0,232,,1
35,Original,Gather,1,16,0,Finalize Aggregate,1
35,Original,Partial Aggregate,2,16,0,Gather,1
35,Original,Nested Loop,3,16,0,Partial Aggregate,2
35,Original,Nested Loop,4,16,0,Nested Loop,2
35,Original,Nested Loop,5,16,0,Nested Loop,2
35,Original,Nested Loop,6,16,0,Nested Loop,2
35,Original,Parallel Hash Join,7,16,0,Nested Loop,2
35,Original,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
35,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
35,Original,Hash Join,9,16,0,Parallel Hash,2
35,Original,Parallel Seq Scan,10,0,231,Hash Join,0
35,Original,Hash,10,16,0,Hash Join,1
35,Original,Seq Scan,11,0,229,Hash,0
35,Original,Index Scan,7,0,230,Nested Loop,0
35,Original,Index Scan,6,0,228,Nested Loop,0
35,Original,Index Only Scan,5,16,0,Nested Loop,0
35,Original,Index Scan,4,0,227,Nested Loop,0
35,Synthetic,Sort,0,0,232,,1
35,Synthetic,GroupAggregate,1,16,0,Sort,1
35,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
35,Synthetic,Nested Loop,3,16,0,Nested Loop,2
35,Synthetic,Gather Merge,4,16,0,Nested Loop,1
35,Synthetic,Sort,5,16,0,Gather Merge,1
35,Synthetic,Nested Loop,6,16,0,Sort,2
35,Synthetic,Hash Join,7,16,0,Nested Loop,2
35,Synthetic,Parallel Seq Scan,8,0,231,Hash Join,0
35,Synthetic,Hash,8,16,0,Hash Join,1
35,Synthetic,Nested Loop,9,16,0,Hash,2
35,Synthetic,Hash Join,10,16,0,Nested Loop,2
35,Synthetic,Unique,11,16,0,Hash Join,1
35,Synthetic,Sort,12,16,0,Unique,1
35,Synthetic,Seq Scan,13,16,0,Sort,0
35,Synthetic,Hash,11,16,0,Hash Join,1
35,Synthetic,Seq Scan,12,16,0,Hash,0
35,Synthetic,Seq Scan,10,0,229,Nested Loop,0
35,Synthetic,Index Scan,7,0,230,Nested Loop,0
35,Synthetic,Index Scan,4,0,228,Nested Loop,0
35,Synthetic,Index Scan,3,0,227,Nested Loop,0
36,Original,Finalize Aggregate,0,0,237,,1
36,Original,Gather,1,16,0,Finalize Aggregate,1
36,Original,Partial Aggregate,2,16,0,Gather,1
36,Original,Nested Loop,3,16,0,Partial Aggregate,2
36,Original,Nested Loop,4,16,0,Nested Loop,2
36,Original,Parallel Hash Join,5,16,0,Nested Loop,2
36,Original,Parallel Seq Scan,6,0,235,Parallel Hash Join,0
36,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
36,Original,Nested Loop,7,16,0,Parallel Hash,2
36,Original,Nested Loop,8,16,0,Nested Loop,2
36,Original,Hash Join,9,16,0,Nested Loop,2
36,Original,Parallel Seq Scan,10,0,234,Hash Join,0
36,Original,Hash,10,1,238,Hash Join,1
36,Original,Seq Scan,11,0,233,Hash,0
36,Original,Index Scan,9,16,0,Nested Loop,0
36,Original,Index Scan,8,16,0,Nested Loop,0
36,Original,Index Scan,5,0,236,Nested Loop,0
36,Original,Memoize,4,16,0,Nested Loop,1
36,Original,Index Only Scan,5,16,0,Memoize,0
36,Synthetic,Sort,0,0,237,,1
36,Synthetic,GroupAggregate,1,16,0,Sort,1
36,Synthetic,Nested Loop,2,16,0,GroupAggregate,2
36,Synthetic,Nested Loop,3,16,0,Nested Loop,2
36,Synthetic,Gather Merge,4,16,0,Nested Loop,1
36,Synthetic,Sort,5,16,0,Gather Merge,1
36,Synthetic,Hash Join,6,16,0,Sort,2
36,Synthetic,Hash Join,7,16,0,Hash Join,2
36,Synthetic,Parallel Hash Join,8,16,0,Hash Join,2
36,Synthetic,Parallel Seq Scan,9,0,234,Parallel Hash Join,0
36,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
36,Synthetic,Parallel Seq Scan,10,0,235,Parallel Hash,0
36,Synthetic,Hash,8,16,0,Hash Join,1
36,Synthetic,Seq Scan,9,16,0,Hash,0
36,Synthetic,Hash,7,16,0,Hash Join,1
36,Synthetic,Seq Scan,8,16,0,Hash,0
36,Synthetic,Materialize,4,16,0,Nested Loop,1
36,Synthetic,Hash Join,5,16,0,Materialize,2
36,Synthetic,Unique,6,16,0,Hash Join,1
36,Synthetic,Sort,7,16,0,Unique,1
36,Synthetic,Seq Scan,8,16,0,Sort,0
36,Synthetic,Hash,6,1,238,Hash Join,1
36,Synthetic,Seq Scan,7,0,233,Hash,0
36,Synthetic,Index Scan,3,0,236,Nested Loop,0
37,Original,Finalize Aggregate,0,0,244,,1
37,Original,Gather,1,16,0,Finalize Aggregate,1
37,Original,Partial Aggregate,2,16,0,Gather,1
37,Original,Hash Join,3,16,0,Partial Aggregate,2
37,Original,Nested Loop,4,16,0,Hash Join,2
37,Original,Parallel Hash Join,5,16,0,Nested Loop,2
37,Original,Hash Join,6,16,0,Parallel Hash Join,2
37,Original,Parallel Seq Scan,7,16,0,Hash Join,0
37,Original,Hash,7,1,246,Hash Join,1
37,Original,Seq Scan,8,0,240,Hash,0
37,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
37,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
37,Original,Parallel Seq Scan,8,0,243,Parallel Hash Join,0
37,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
37,Original,Parallel Hash Join,9,16,0,Parallel Hash,2
37,Original,Parallel Seq Scan,10,0,242,Parallel Hash Join,0
37,Original,Parallel Hash,10,16,0,Parallel Hash Join,1
37,Original,Parallel Seq Scan,11,16,0,Parallel Hash,0
37,Original,Memoize,5,16,0,Nested Loop,1
37,Original,Index Scan,6,0,241,Memoize,0
37,Original,Hash,4,1,245,Hash Join,1
37,Original,Seq Scan,5,0,239,Hash,0
37,Synthetic,Sort,0,0,244,,1
37,Synthetic,GroupAggregate,1,16,0,Sort,1
37,Synthetic,Sort,2,16,0,GroupAggregate,1
37,Synthetic,Gather,3,16,0,Sort,1
37,Synthetic,Nested Loop,4,16,0,Gather,2
37,Synthetic,Nested Loop,5,16,0,Nested Loop,2
37,Synthetic,Parallel Hash Join,6,16,0,Nested Loop,2
37,Synthetic,Parallel Seq Scan,7,0,243,Parallel Hash Join,0
37,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
37,Synthetic,Hash Join,8,16,0,Parallel Hash,2
37,Synthetic,Nested Loop,9,16,0,Hash Join,2
37,Synthetic,Hash Join,10,16,0,Nested Loop,2
37,Synthetic,Hash Join,11,16,0,Hash Join,2
37,Synthetic,Parallel Seq Scan,12,0,242,Hash Join,0
37,Synthetic,Hash,12,16,0,Hash Join,1
37,Synthetic,Seq Scan,13,16,0,Hash,0
37,Synthetic,Hash,11,1,246,Hash Join,1
37,Synthetic,Seq Scan,12,0,240,Hash,0
37,Synthetic,Index Scan,10,16,0,Nested Loop,0
37,Synthetic,Hash,9,1,245,Hash Join,1
37,Synthetic,Seq Scan,10,0,239,Hash,0
37,Synthetic,Index Scan,6,0,241,Nested Loop,0
37,Synthetic,Memoize,5,16,0,Nested Loop,1
37,Synthetic,Index Only Scan,6,16,0,Memoize,0
38,Original,Aggregate,0,0,253,,1
38,Original,Nested Loop,1,16,0,Aggregate,2
38,Original,Gather,2,16,0,Nested Loop,1
38,Original,Nested Loop,3,16,0,Gather,2
38,Original,Nested Loop,4,16,0,Nested Loop,2
38,Original,Parallel Hash Join,5,16,0,Nested Loop,2
38,Original,Hash Join,6,16,0,Parallel Hash Join,2
38,Original,Parallel Seq Scan,7,0,252,Hash Join,0
38,Original,Hash,7,16,0,Hash Join,1
38,Original,Hash Join,8,16,0,Hash,2
38,Original,Seq Scan,9,16,0,Hash Join,0
38,Original,Hash,9,1,255,Hash Join,1
38,Original,Seq Scan,10,0,250,Hash,0
38,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
38,Original,Hash Join,7,16,0,Parallel Hash,2
38,Original,Parallel Seq Scan,8,0,251,Hash Join,0
38,Original,Hash,8,1,254,Hash Join,1
38,Original,Seq Scan,9,0,249,Hash,0
38,Original,Index Scan,5,16,0,Nested Loop,0
38,Original,Index Scan,4,0,248,Nested Loop,0
38,Original,Index Scan,2,0,247,Nested Loop,0
38,Synthetic,Sort,0,0,253,,1
38,Synthetic,GroupAggregate,1,16,0,Sort,1
38,Synthetic,Sort,2,16,0,GroupAggregate,1
38,Synthetic,Nested Loop,3,16,0,Sort,2
38,Synthetic,Gather,4,16,0,Nested Loop,1
38,Synthetic,Nested Loop,5,16,0,Gather,2
38,Synthetic,Nested Loop,6,16,0,Nested Loop,2
38,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
38,Synthetic,Hash Join,8,16,0,Parallel Hash Join,2
38,Synthetic,Parallel Seq Scan,9,0,252,Hash Join,0
38,Synthetic,Hash,9,1,255,Hash Join,1
38,Synthetic,Seq Scan,10,0,250,Hash,0
38,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
38,Synthetic,Hash Join,9,16,0,Parallel Hash,2
38,Synthetic,Parallel Hash Join,10,16,0,Hash Join,2
38,Synthetic,Parallel Seq Scan,11,0,251,Parallel Hash Join,0
38,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
38,Synthetic,Parallel Seq Scan,12,16,0,Parallel Hash,0
38,Synthetic,Hash,10,1,254,Hash Join,1
38,Synthetic,Seq Scan,11,0,249,Hash,0
38,Synthetic,Index Scan,7,0,247,Nested Loop,0
38,Synthetic,Memoize,6,16,0,Nested Loop,1
38,Synthetic,Index Scan,7,0,248,Memoize,0
38,Synthetic,Index Only Scan,4,16,0,Nested Loop,0
39,Original,Aggregate,0,0,261,,1
39,Original,Nested Loop,1,16,0,Aggregate,2
39,Original,Nested Loop,2,16,0,Nested Loop,2
39,Original,Nested Loop,3,16,0,Nested Loop,2
39,Original,Merge Join,4,16,0,Nested Loop,2
39,Original,Nested Loop,5,16,0,Merge Join,2
39,Original,Nested Loop,6,16,0,Nested Loop,2
39,Original,Index Scan,7,16,0,Nested Loop,0
39,Original,Materialize,7,16,0,Nested Loop,1
39,Original,Seq Scan,8,16,0,Materialize,0
39,Original,Materialize,6,16,0,Nested Loop,1
39,Original,Seq Scan,7,0,260,Materialize,0
39,Original,Sort,5,16,0,Merge Join,1
39,Original,Hash Join,6,16,0,Sort,2
39,Original,Seq Scan,7,0,259,Hash Join,0
39,Original,Hash,7,16,0,Hash Join,1
39,Original,Seq Scan,8,0,258,Hash,0
39,Original,Index Scan,4,16,0,Nested Loop,0
39,Original,Index Scan,3,0,257,Nested Loop,0
39,Original,Index Scan,2,0,256,Nested Loop,0
39,Synthetic,Sort,0,0,261,,1
39,Synthetic,GroupAggregate,1,16,0,Sort,1
39,Synthetic,Gather Merge,2,16,0,GroupAggregate,1
39,Synthetic,Sort,3,16,0,Gather Merge,1
39,Synthetic,Parallel Hash Semi Join,4,16,0,Sort,2
39,Synthetic,Nested Loop,5,16,0,Parallel Hash Semi Join,2
39,Synthetic,Nested Loop,6,16,0,Nested Loop,2
39,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
39,Synthetic,Parallel Seq Scan,8,16,0,Parallel Hash Join,0
39,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
39,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
39,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
39,Synthetic,Hash Join,11,16,0,Parallel Hash Join,2
39,Synthetic,Parallel Seq Scan,12,16,0,Hash Join,0
39,Synthetic,Hash,12,16,0,Hash Join,1
39,Synthetic,Seq Scan,13,0,260,Hash,0
39,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
39,Synthetic,Hash Join,12,16,0,Parallel Hash,2
39,Synthetic,Parallel Seq Scan,13,16,0,Hash Join,0
39,Synthetic,Hash,13,16,0,Hash Join,1
39,Synthetic,Seq Scan,14,0,259,Hash,0
39,Synthetic,Index Scan,10,0,257,Nested Loop,0
39,Synthetic,Index Scan,7,0,256,Nested Loop,0
39,Synthetic,Materialize,6,16,0,Nested Loop,1
39,Synthetic,Seq Scan,7,0,258,Materialize,0
39,Synthetic,Parallel Hash,5,16,0,Parallel Hash Semi Join,1
39,Synthetic,Parallel Seq Scan,6,16,0,Parallel Hash,0
40,Original,Finalize Aggregate,0,0,269,,1
40,Original,Gather,1,16,0,Finalize Aggregate,1
40,Original,Partial Aggregate,2,16,0,Gather,1
40,Original,Nested Loop,3,16,0,Partial Aggregate,2
40,Original,Nested Loop,4,16,0,Nested Loop,2
40,Original,Nested Loop,5,16,0,Nested Loop,2
40,Original,Nested Loop,6,16,0,Nested Loop,2
40,Original,Parallel Hash Join,7,16,0,Nested Loop,2
40,Original,Parallel Seq Scan,8,0,267,Parallel Hash Join,0
40,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
40,Original,Hash Join,9,16,0,Parallel Hash,2
40,Original,Hash Join,10,16,0,Hash Join,2
40,Original,Parallel Seq Scan,11,0,266,Hash Join,0
40,Original,Hash,11,1,270,Hash Join,1
40,Original,Seq Scan,12,0,265,Hash,0
40,Original,Hash,10,1,271,Hash Join,1
40,Original,Seq Scan,11,0,264,Hash,0
40,Original,Index Scan,7,0,268,Nested Loop,0
40,Original,Index Scan,6,0,263,Nested Loop,0
40,Original,Index Only Scan,5,16,0,Nested Loop,0
40,Original,Index Scan,4,0,262,Nested Loop,0
40,Synthetic,Sort,0,0,269,,1
40,Synthetic,GroupAggregate,1,16,0,Sort,1
40,Synthetic,Sort,2,16,0,GroupAggregate,1
40,Synthetic,Gather,3,16,0,Sort,1
40,Synthetic,Nested Loop,4,16,0,Gather,2
40,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
40,Synthetic,Parallel Seq Scan,6,16,0,Parallel Hash Join,0
40,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
40,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
40,Synthetic,Parallel Hash Join,8,16,0,Nested Loop,2
40,Synthetic,Parallel Seq Scan,9,16,0,Parallel Hash Join,0
40,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
40,Synthetic,Nested Loop,10,16,0,Parallel Hash,2
40,Synthetic,Parallel Hash Join,11,16,0,Nested Loop,2
40,Synthetic,Hash Join,12,16,0,Parallel Hash Join,2
40,Synthetic,Parallel Seq Scan,13,0,267,Hash Join,0
40,Synthetic,Hash,13,1,270,Hash Join,1
40,Synthetic,Seq Scan,14,0,265,Hash,0
40,Synthetic,Parallel Hash,12,16,0,Parallel Hash Join,1
40,Synthetic,Hash Join,13,16,0,Parallel Hash,2
40,Synthetic,Parallel Seq Scan,14,0,266,Hash Join,0
40,Synthetic,Hash,14,1,271,Hash Join,1
40,Synthetic,Seq Scan,15,0,264,Hash,0
40,Synthetic,Index Scan,11,0,268,Nested Loop,0
40,Synthetic,Index Scan,8,0,263,Nested Loop,0
40,Synthetic,Index Scan,5,0,262,Nested Loop,0
41,Original,Finalize Aggregate,0,0,279,,1
41,Original,Gather,1,16,0,Finalize Aggregate,1
41,Original,Partial Aggregate,2,16,0,Gather,1
41,Original,Nested Loop,3,16,0,Partial Aggregate,2
41,Original,Nested Loop,4,16,0,Nested Loop,2
41,Original,Parallel Hash Join,5,16,0,Nested Loop,2
41,Original,Parallel Seq Scan,6,0,278,Parallel Hash Join,0
41,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
41,Original,Nested Loop,7,16,0,Parallel Hash,2
41,Original,Nested Loop,8,16,0,Nested Loop,2
41,Original,Hash Join,9,16,0,Nested Loop,2
41,Original,Hash Join,10,16,0,Hash Join,2
41,Original,Parallel Seq Scan,11,0,277,Hash Join,0
41,Original,Hash,11,1,281,Hash Join,1
41,Original,Seq Scan,12,0,276,Hash,0
41,Original,Hash,10,1,280,Hash Join,1
41,Original,Seq Scan,11,0,275,Hash,0
41,Original,Index Scan,9,0,273,Nested Loop,0
41,Original,Index Only Scan,8,16,0,Nested Loop,0
41,Original,Memoize,5,16,0,Nested Loop,1
41,Original,Index Scan,6,0,274,Memoize,0
41,Original,Index Scan,4,0,272,Nested Loop,0
41,Synthetic,Sort,0,0,279,,1
41,Synthetic,GroupAggregate,1,16,0,Sort,1
41,Synthetic,Sort,2,16,0,GroupAggregate,1
41,Synthetic,Gather,3,16,0,Sort,1
41,Synthetic,Nested Loop,4,16,0,Gather,2
41,Synthetic,Parallel Hash Join,5,16,0,Nested Loop,2
41,Synthetic,Parallel Seq Scan,6,16,0,Parallel Hash Join,0
41,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
41,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
41,Synthetic,Parallel Hash Join,8,16,0,Nested Loop,2
41,Synthetic,Parallel Seq Scan,9,16,0,Parallel Hash Join,0
41,Synthetic,Parallel Hash,9,16,0,Parallel Hash Join,1
41,Synthetic,Nested Loop,10,16,0,Parallel Hash,2
41,Synthetic,Parallel Hash Join,11,16,0,Nested Loop,2
41,Synthetic,Hash Join,12,16,0,Parallel Hash Join,2
41,Synthetic,Parallel Seq Scan,13,0,278,Hash Join,0
41,Synthetic,Hash,13,1,281,Hash Join,1
41,Synthetic,Seq Scan,14,0,276,Hash,0
41,Synthetic,Parallel Hash,12,16,0,Parallel Hash Join,1
41,Synthetic,Hash Join,13,16,0,Parallel Hash,2
41,Synthetic,Parallel Seq Scan,14,0,277,Hash Join,0
41,Synthetic,Hash,14,1,280,Hash Join,1
41,Synthetic,Seq Scan,15,0,275,Hash,0
41,Synthetic,Index Scan,11,0,274,Nested Loop,0
41,Synthetic,Index Scan,8,0,273,Nested Loop,0
41,Synthetic,Index Scan,5,0,272,Nested Loop,0
42,Original,Finalize Aggregate,0,0,289,,1
42,Original,Gather,1,16,0,Finalize Aggregate,1
42,Original,Partial Aggregate,2,16,0,Gather,1
42,Original,Nested Loop,3,16,0,Partial Aggregate,2
42,Original,Nested Loop,4,16,0,Nested Loop,2
42,Original,Parallel Hash Join,5,16,0,Nested Loop,2
42,Original,Hash Join,6,16,0,Parallel Hash Join,2
42,Original,Parallel Seq Scan,7,16,0,Hash Join,0
42,Original,Hash,7,1,291,Hash Join,1
42,Original,Seq Scan,8,0,288,Hash,0
42,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
42,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
42,Original,Hash Join,8,16,0,Parallel Hash Join,2
42,Original,Parallel Seq Scan,9,0,287,Hash Join,0
42,Original,Hash,9,16,0,Hash Join,1
42,Original,Seq Scan,10,0,285,Hash,0
42,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
42,Original,Hash Join,9,16,0,Parallel Hash,2
42,Original,Parallel Seq Scan,10,0,286,Hash Join,0
42,Original,Hash,10,1,290,Hash Join,1
42,Original,Seq Scan,11,0,284,Hash,0
42,Original,Index Scan,5,0,283,Nested Loop,0
42,Original,Index Scan,4,0,282,Nested Loop,0
42,Synthetic,Sort,0,0,289,,1
42,Synthetic,GroupAggregate,1,16,0,Sort,1
42,Synthetic,Sort,2,16,0,GroupAggregate,1
42,Synthetic,Nested Loop,3,16,0,Sort,2
42,Synthetic,Nested Loop,4,16,0,Nested Loop,2
42,Synthetic,Gather,5,16,0,Nested Loop,1
42,Synthetic,Parallel Hash Join,6,16,0,Gather,2
42,Synthetic,Parallel Seq Scan,7,0,287,Parallel Hash Join,0
42,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
42,Synthetic,Nested Loop,8,16,0,Parallel Hash,2
42,Synthetic,Hash Join,9,16,0,Nested Loop,2
42,Synthetic,Hash Join,10,16,0,Hash Join,2
42,Synthetic,Parallel Seq Scan,11,0,286,Hash Join,0
42,Synthetic,Hash,11,1,291,Hash Join,1
42,Synthetic,Seq Scan,12,0,288,Hash,0
42,Synthetic,Hash,10,16,0,Hash Join,1
42,Synthetic,Hash Join,11,16,0,Hash,2
42,Synthetic,Seq Scan,12,0,285,Hash Join,0
42,Synthetic,Hash,12,1,290,Hash Join,1
42,Synthetic,Seq Scan,13,0,284,Hash,0
42,Synthetic,Index Scan,9,16,0,Nested Loop,0
42,Synthetic,Index Scan,5,0,283,Nested Loop,0
42,Synthetic,Index Scan,4,0,282,Nested Loop,0
43,Original,Aggregate,0,0,299,,1
43,Original,Nested Loop,1,16,0,Aggregate,2
43,Original,Gather,2,16,0,Nested Loop,1
43,Original,Nested Loop,3,16,0,Gather,2
43,Original,Parallel Hash Join,4,16,0,Nested Loop,2
43,Original,Hash Join,5,16,0,Parallel Hash Join,2
43,Original,Parallel Seq Scan,6,16,0,Hash Join,0
43,Original,Hash,6,16,0,Hash Join,1
43,Original,Seq Scan,7,0,298,Hash,0
43,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
43,Original,Parallel Hash Join,6,16,0,Parallel Hash,2
43,Original,Hash Join,7,16,0,Parallel Hash Join,2
43,Original,Parallel Seq Scan,8,0,297,Hash Join,0
43,Original,Hash,8,0,301,Hash Join,1
43,Original,Seq Scan,9,0,295,Hash,0
43,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
43,Original,Hash Join,8,16,0,Parallel Hash,2
43,Original,Parallel Seq Scan,9,0,296,Hash Join,0
43,Original,Hash,9,0,300,Hash Join,1
43,Original,Seq Scan,10,0,294,Hash,0
43,Original,Index Scan,4,0,293,Nested Loop,0
43,Original,Index Scan,2,0,292,Nested Loop,0
43,Synthetic,Sort,0,0,299,,1
43,Synthetic,GroupAggregate,1,16,0,Sort,1
43,Synthetic,Sort,2,16,0,GroupAggregate,1
43,Synthetic,Nested Loop,3,16,0,Sort,2
43,Synthetic,Nested Loop,4,16,0,Nested Loop,2
43,Synthetic,Gather,5,16,0,Nested Loop,1
43,Synthetic,Parallel Hash Join,6,16,0,Gather,2
43,Synthetic,Parallel Seq Scan,7,0,297,Parallel Hash Join,0
43,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
43,Synthetic,Nested Loop,8,16,0,Parallel Hash,2
43,Synthetic,Hash Join,9,16,0,Nested Loop,2
43,Synthetic,Hash Join,10,16,0,Hash Join,2
43,Synthetic,Parallel Seq Scan,11,0,296,Hash Join,0
43,Synthetic,Hash,11,0,301,Hash Join,1
43,Synthetic,Seq Scan,12,0,295,Hash,0
43,Synthetic,Hash,10,16,0,Hash Join,1
43,Synthetic,Hash Join,11,16,0,Hash,2
43,Synthetic,Seq Scan,12,0,298,Hash Join,0
43,Synthetic,Hash,12,0,300,Hash Join,1
43,Synthetic,Seq Scan,13,0,294,Hash,0
43,Synthetic,Index Scan,9,16,0,Nested Loop,0
43,Synthetic,Index Scan,5,0,293,Nested Loop,0
43,Synthetic,Index Scan,4,0,292,Nested Loop,0
44,Original,Finalize Aggregate,0,0,309,,1
44,Original,Gather,1,16,0,Finalize Aggregate,1
44,Original,Partial Aggregate,2,16,0,Gather,1
44,Original,Nested Loop,3,16,0,Partial Aggregate,2
44,Original,Nested Loop,4,16,0,Nested Loop,2
44,Original,Parallel Hash Join,5,16,0,Nested Loop,2
44,Original,Hash Join,6,16,0,Parallel Hash Join,2
44,Original,Parallel Seq Scan,7,16,0,Hash Join,0
44,Original,Hash,7,1,310,Hash Join,1
44,Original,Seq Scan,8,0,308,Hash,0
44,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
44,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
44,Original,Hash Join,8,16,0,Parallel Hash Join,2
44,Original,Parallel Seq Scan,9,0,307,Hash Join,0
44,Original,Hash,9,16,0,Hash Join,1
44,Original,Seq Scan,10,0,305,Hash,0
44,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
44,Original,Hash Join,9,16,0,Parallel Hash,2
44,Original,Parallel Seq Scan,10,0,306,Hash Join,0
44,Original,Hash,10,1,311,Hash Join,1
44,Original,Seq Scan,11,0,304,Hash,0
44,Original,Index Scan,5,0,303,Nested Loop,0
44,Original,Index Scan,4,0,302,Nested Loop,0
44,Synthetic,Sort,0,0,309,,1
44,Synthetic,GroupAggregate,1,16,0,Sort,1
44,Synthetic,Sort,2,16,0,GroupAggregate,1
44,Synthetic,Nested Loop,3,16,0,Sort,2
44,Synthetic,Nested Loop,4,16,0,Nested Loop,2
44,Synthetic,Gather,5,16,0,Nested Loop,1
44,Synthetic,Parallel Hash Join,6,16,0,Gather,2
44,Synthetic,Parallel Seq Scan,7,0,307,Parallel Hash Join,0
44,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
44,Synthetic,Nested Loop,8,16,0,Parallel Hash,2
44,Synthetic,Hash Join,9,16,0,Nested Loop,2
44,Synthetic,Hash Join,10,16,0,Hash Join,2
44,Synthetic,Parallel Seq Scan,11,0,306,Hash Join,0
